__id,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location_address,location_city,location_state,location_zip,location.type,location.coordinates,location
row-smgm.v8kp~xjfa,50959861,2021-06-21T08:31:33.000,2024-02-21T08:53:07.000,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,11411,118-35 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,MELODY ANNE-SIMONE EDWARDS WAY,FRANCIS LEWIS BOULEVARD,MELODY ANNE-SIMONE EDWARDS WAY,FRANCIS LEWIS BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,SPRINGFIELD BOULEVARD,,Closed,,NYC Parks performed the work necessary to correct the condition.,2024-02-21T08:53:11.000,13 QUEENS,,QUEENS,1055139.0,192225.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69400608029828,-73.74436484395342,,,,,Point,"[-73.74436484395342, 40.69400608029828]",
row-bcjf.pghg~4psx,50961033,2021-06-21T12:53:13.000,2023-10-20T14:57:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10464,11 PARK DRIVE,PARK DRIVE,SPLIT ROCK ROAD,GERTLAND PLACE,SPLIT ROCK ROAD,GERTLAND PLACE,ADDRESS,BRONX,PARK DRIVE,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-20T14:57:26.000,12 BRONX,2056520222,BRONX,1036019.0,262844.0,MOBILE,Unspecified,BRONX,,,,,,,,40.88796818996485,-73.81276954413306,,,,,Point,"[-73.81276954413306, 40.88796818996485]",
row-qnr7_e94r-ewsp,52128484,2021-10-08T22:18:33.000,2021-10-09T03:25:33.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,11 AVENUE,11 AVENUE,11 AVENUE,WEST   59 STREET,11 AVENUE,WEST 59 STREET,INTERSECTION,MANHATTAN,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2021-10-09T03:25:33.000,04 MANHATTAN,,MANHATTAN,986894.0,220396.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77161206451384,-73.99045428715185,,,,,Point,"[-73.99045428715185, 40.77161206451384]",
row-mkwy.fs2m~xazu,52128485,2021-10-08T05:41:13.000,2021-11-17T11:36:06.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Scrap Metal Processor,Business,11370,69-25 ASTORIA BOULEVARD NORTH,ASTORIA BOULEVARD NORTH,HAZEN STREET,70 STREET,HAZEN STREET,70 STREET,ADDRESS,EAST ELMHURST,ASTORIA BOULEVARD NORTH,,Closed,,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result, no city agency has the jurisdiction to act on the matter.",2021-11-17T11:36:06.000,01 QUEENS,4010010021,QUEENS,1011954.0,218912.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76749585641526,-73.89998557451354,,,,,Point,"[-73.89998557451354, 40.76749585641526]",
row-773x.b2wd-xuef,52128486,2021-10-09T00:50:48.000,2021-10-09T01:25:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,42-45 JUDGE STREET,JUDGE STREET,VIETOR AVENUE,ELMHURST AVENUE,VIETOR AVENUE,ELMHURST AVENUE,ADDRESS,ELMHURST,JUDGE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2021-10-09T01:25:25.000,04 QUEENS,4015160041,QUEENS,1017488.0,210403.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.74412176536586,-73.88004932506888,,,,,Point,"[-73.88004932506888, 40.74412176536586]",
row-hphv_77xh.uhu3,50968586,2021-06-22T22:20:16.000,2021-06-23T12:04:25.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,11210,3007 AVENUE J,AVENUE J,YOSEPH ROBINSON AVENUE,EAST   31 STREET,YOSEPH ROBINSON AVENUE,EAST   31 STREET,ADDRESS,BROOKLYN,AVENUE J,,Closed,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T13:55:29.000,18 BROOKLYN,3075940008,BROOKLYN,999050.0,167642.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.626802718088456,-73.94668304559438,,,,,Point,"[-73.94668304559438, 40.626802718088456]",
row-hauf-grp3-fv3w,60664916,2024-03-23T22:29:26.000,2024-03-24T01:44:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,645 MILLER AVENUE,MILLER AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-03-24T01:44:57.000,05 BROOKLYN,3040870013,BROOKLYN,1014992.0,181484.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66475501229365,-73.88918900462387,,,,,Point,"[-73.88918900462387, 40.66475501229365]",
row-he9j_7evn_bazw,61200671,2024-05-19T07:57:37.000,2024-05-19T09:12:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11366,164-34 77 AVENUE,77 AVENUE,164 STREET,166 STREET,164 STREET,166 STREET,ADDRESS,FRESH MEADOWS,77 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2024-05-19T09:12:26.000,08 QUEENS,4069700022,QUEENS,1038627.0,203279.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72446347265573,-73.80381980732679,,,,,Point,"[-73.80381980732679, 40.72446347265573]",
row-986x~k55s~d9j3,50970776,2021-06-22T16:21:33.000,2023-11-09T11:12:12.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10461,1710 JARVIS AVENUE,JARVIS AVENUE,ROBERTS AVENUE,DR SALVATORE PAUL SQUITIERI WAY,ROBERTS AVENUE,DR SALVATORE PAUL SQUITIERI WAY,ADDRESS,BRONX,JARVIS AVENUE,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-11-09T11:12:16.000,10 BRONX,2041760037,BRONX,1031381.0,247666.0,PHONE,Unspecified,BRONX,,,,,,,,40.846335266672945,-73.82965028252664,,,,,Point,"[-73.82965028252664, 40.846335266672945]",
row-rg7w.adav-mgjq,50971718,2021-06-22T16:23:21.000,2023-11-09T11:06:02.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10461,1714 JARVIS AVENUE,JARVIS AVENUE,ROBERTS AVENUE,DR SALVATORE PAUL SQUITIERI WAY,ROBERTS AVENUE,DR SALVATORE PAUL SQUITIERI WAY,ADDRESS,BRONX,JARVIS AVENUE,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-11-09T11:06:06.000,10 BRONX,2041760039,BRONX,1031372.0,247684.0,PHONE,Unspecified,BRONX,,,,,,,,40.84638471931888,-73.8296826854405,,,,,Point,"[-73.8296826854405, 40.84638471931888]",
row-34c7.aw5x_aa68,24178996,2012-10-11T16:19:44.000,2013-05-23T00:00:00.000,DOB,Department of Buildings,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),,11360,24-25 LITTLE NECK BOULEVARD,LITTLE NECK BOULEVARD,DEAD END,27 AVENUE,,,ADDRESS,BAYSIDE,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2013-05-23T00:00:00.000,11 QUEENS,4060080084,QUEENS,1047557.0,223782.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.78067941930941,-73.77140944792914,,,,,Point,"[-73.77140944792914, 40.78067941930941]",
row-h5sa-jbj2.i9nf,50972289,2021-06-22T08:51:22.000,2021-06-25T13:55:47.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11219,1461 59 STREET,59 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,59 STREET,,Closed,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-19T15:06:09.000,12 BROOKLYN,3057060053,BROOKLYN,985787.0,167831.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62733371279451,-73.99446291852026,,,,,Point,"[-73.99446291852026, 40.62733371279451]",
row-8nrg~zu4d.j7c7,39917695,2018-08-03T12:11:50.000,2024-06-03T09:50:55.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Temperature,Restaurant/Bar/Deli/Bakery,10018,350 WEST 37 STREET,WEST 37 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,,,Closed,2018-09-09T12:11:50.000,This SR was administratively closed. The issue you reported was addressed.,2024-06-03T09:51:02.000,04 MANHATTAN,1007600068,MANHATTAN,986044.0,214232.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75469368566714,-73.9935247127901,,,,,Point,"[-73.9935247127901, 40.75469368566714]",
row-x9rq-8an5.98fu,50974629,2021-06-23T16:41:55.000,2023-10-16T07:18:38.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10075,66 EAST   78 STREET,EAST   78 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   78 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-16T07:18:44.000,08 MANHATTAN,1013920044,MANHATTAN,994824.0,221738.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77528957405351,-73.96182225989655,,,,,Point,"[-73.96182225989655, 40.77528957405351]",
row-35f7_v4zh~a3i3,52046204,2021-10-01T09:27:21.000,2024-06-12T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,10465,755 CALHOUN AVENUE,CALHOUN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2024-06-12T00:00:00.000,10 BRONX,2055450089,BRONX,1032764.0,240302.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82611576802281,-73.82470486040565,,,,,Point,"[-73.82470486040565, 40.82611576802281]",
row-ifyw-nkmq.stw2,61202435,2024-05-19T22:23:52.000,2024-05-20T00:01:20.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11225,99 OCEAN AVENUE,OCEAN AVENUE,EMPIRE BOULEVARD,EAST LAKE DRIVE,EMPIRE BOULEVARD,EAST LAKE DRIVE,ADDRESS,BROOKLYN,OCEAN AVENUE,,Closed,,N/A,2024-05-20T00:01:23.000,09 BROOKLYN,3050240001,BROOKLYN,994559.0,180009.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.660753832769174,-73.96284295877237,,,,,Point,"[-73.96284295877237, 40.660753832769174]",
row-gyqy_as7k~xrp9,50978655,2021-06-23T12:52:05.000,2021-06-24T11:35:35.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Stoop Line Stand,Business,10472,100 HUGH GRANT CIRCLE,HUGH GRANT CIRCLE,EAST  177 STREET,VIRGINIA AVENUE,EAST  177 STREET,VIRGINIA AVENUE,ADDRESS,BRONX,HUGH J GRANT CIRCLE,,Closed,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T13:55:24.000,09 BRONX,2037940100,BRONX,1022810.0,242691.0,PHONE,Unspecified,BRONX,,,,,,,,40.83272194521021,-73.86065774693586,,,,,Point,"[-73.86065774693586, 40.83272194521021]",
row-re8y.jece.ij7e,50983054,2021-06-23T10:35:21.000,2021-06-24T11:35:35.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Stoop Line Stand,Business,11214,2227 86 STREET,86 STREET,BAY   31 STREET,BAY   32 STREET,BAY   31 STREET,BAY   32 STREET,ADDRESS,BROOKLYN,86 STREET,,Closed,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T13:55:34.000,11 BROOKLYN,3063480065,BROOKLYN,986212.0,158389.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.601417289645255,-73.99293458883082,,,,,Point,"[-73.99293458883082, 40.601417289645255]",
row-cm7m.dms3_kwzz,50984301,2021-06-23T07:51:01.000,2023-10-24T07:49:45.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11428,94-52 221 STREET,221 STREET,94 DRIVE,JAMAICA AVENUE,94 DRIVE,JAMAICA AVENUE,ADDRESS,QUEENS VILLAGE,221 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-24T07:49:48.000,13 QUEENS,4107250075,QUEENS,1058146.0,201751.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72012798215365,-73.73341672520303,,,,,Point,"[-73.73341672520303, 40.72012798215365]",
row-p4rs~uc7f_qq7c,50987277,2021-06-24T11:43:07.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11229,2290 EAST   26 STREET,EAST   26 STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,EAST   26 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-12T16:01:43.000,15 BROOKLYN,3073830043,BROOKLYN,999547.0,156419.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.595997054350015,-73.94491802837271,,,,,Point,"[-73.94491802837271, 40.595997054350015]",
row-duiq_c59z-st7g,50988337,2021-06-24T16:12:07.000,2023-12-07T12:15:12.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11379,66-42 75 STREET,75 STREET,JUNIPER VALLEY ROAD,66 DRIVE,JUNIPER VALLEY ROAD,66 DRIVE,ADDRESS,MIDDLE VILLAGE,75 STREET,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-12-07T12:15:18.000,05 QUEENS,4030590054,QUEENS,1017897.0,199658.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.71462784813316,-73.87862703935986,,,,,Point,"[-73.87862703935986, 40.71462784813316]",
row-dz5m.vh3h_htfz,50991010,2021-06-24T17:40:50.000,2023-09-15T10:34:33.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11428,221-03 JAMAICA AVENUE,JAMAICA AVENUE,221 STREET,222 STREET,221 STREET,222 STREET,ADDRESS,QUEENS VILLAGE,JAMAICA AVENUE,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-09-15T10:34:38.000,13 QUEENS,4107280037,QUEENS,1058256.0,201599.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71970986117919,-73.7330215687605,,,,,Point,"[-73.7330215687605, 40.71970986117919]",
row-x554~hr53_xkjp,60664918,2024-03-23T21:56:08.000,2024-03-24T01:27:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10463,3 VAN CORLEAR PLACE,VAN CORLEAR PLACE,FORT CHARLES PLACE,WEST  227 STREET,FORT CHARLES PLACE,WEST  227 STREET,ADDRESS,NEW YORK,VAN CORLEAR PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-03-24T01:27:42.000,08 BRONX,1022150417,MANHATTAN,1008727.0,258451.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.87602868479886,-73.91149115835267,,,,,Point,"[-73.91149115835267, 40.87602868479886]",
row-d4t9.faqq-py5k,39938818,2018-08-06T21:59:45.000,2024-06-03T09:51:12.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Preparation Location,Other (Explain Below),11208,3035 FULTON STREET,FULTON STREET,ESSEX STREET,SHEPHERD AVENUE,ESSEX STREET,SHEPHERD AVENUE,ADDRESS,BROOKLYN,,,Closed,2018-09-12T21:59:45.000,This SR was administratively closed. The issue you reported was addressed.,2024-06-03T09:51:20.000,05 BROOKLYN,3039430020,BROOKLYN,1016783.0,187249.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.680572229866854,-73.88270544264448,,,,,Point,"[-73.88270544264448, 40.680572229866854]",
row-4xwv-em7h-ztit,50995533,2021-06-24T09:57:11.000,2023-10-23T11:28:04.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11364,48-11 211 STREET,211 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,OAKLAND GARDENS,211 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T11:28:10.000,11 QUEENS,4073700070,QUEENS,1048031.0,214333.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75474104767593,-73.76978759073377,,,,,Point,"[-73.76978759073377, 40.75474104767593]",
row-9jfi.77c5.tq5b,50995878,2021-06-24T22:11:49.000,2023-10-20T10:32:40.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11426,253-46 87 DRIVE,87 DRIVE,254 STREET,LITTLE NECK PARKWAY,254 STREET,LITTLE NECK PARKWAY,ADDRESS,BELLEROSE,87 DRIVE,,Closed,,"NYC Parks attempted to inspect the reported condition but could not find the location. Please file a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-10-20T10:32:46.000,13 QUEENS,,QUEENS,1064228.0,204695.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.728155610638375,-73.71144079265427,,,,,Point,"[-73.71144079265427, 40.728155610638375]",
row-5vyt.yrq3-ukdb,50997727,2021-06-25T09:47:55.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11203,863 ALBANY AVENUE,ALBANY AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,ADDRESS,BROOKLYN,ALBANY AVENUE,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-05T09:13:41.000,17 BROOKLYN,3048780060,BROOKLYN,1001126.0,177056.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65263841593374,-73.93918071762013,,,,,Point,"[-73.93918071762013, 40.65263841593374]",
row-hw3g-qg4q-28ds,51005190,2021-06-25T09:52:47.000,2023-10-18T09:41:23.000,DPR,Department of Parks and Recreation,Uprooted Stump,Remove Stump,Street,11434,133-07 CRANSTON STREET,CRANSTON STREET,133 AVENUE,134 AVENUE,133 AVENUE,134 AVENUE,ADDRESS,JAMAICA,CRANSTON STREET,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.      NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.     Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-18T09:41:29.000,12 QUEENS,4121280119,QUEENS,1043951.0,183350.0,PHONE,Unspecified,QUEENS,,,,,,,,40.669728842214994,-73.78478871056011,,,,,Point,"[-73.78478871056011, 40.669728842214994]",
row-adbz~zgwy~y542,51006133,2021-06-25T20:30:06.000,2023-09-18T15:01:45.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10462,1835 MULINER AVENUE,MULINER AVENUE,DELANCEY PLACE,RHINELANDER AVENUE,DELANCEY PLACE,RHINELANDER AVENUE,ADDRESS,BRONX,MULINER AVENUE,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T15:01:50.000,11 BRONX,2040550069,BRONX,1022640.0,248085.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84752762644622,-73.86124118961112,,,,,Point,"[-73.86124118961112, 40.84752762644622]",
row-7ae6~ss3d~urnk,51011708,2021-06-26T18:13:17.000,2023-12-18T11:23:42.000,DOE,Department of Education,School Maintenance,Other School Condition,School,11232,153 35 STREET,35 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,35 STREET,,Closed,,The Department of Education completed the work and corrected the condition.,2023-12-18T11:23:48.000,07 BROOKLYN,3006880050,BROOKLYN,982823.0,178156.0,PHONE,Sunset Park High School,BROOKLYN,,,,,,,,40.65567364115951,-74.00514298753797,,,,,Point,"[-74.00514298753797, 40.65567364115951]",
row-n5wj_defx-phn7,61202248,2024-05-19T22:45:47.000,2024-05-20T04:16:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,71 STREET,71 STREET,71 STREET,PENELOPE AVENUE,71 STREET,PENELOPE AVENUE,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,2024-05-20T04:16:27.000,05 QUEENS,,QUEENS,1016376.0,200224.0,PHONE,Unspecified,QUEENS,,,,,,,,40.716187035137075,-73.8841109507951,,,,,Point,"[-73.8841109507951, 40.716187035137075]",
row-vjj8-j54v-6uiw,58128732,2023-07-07T12:25:32.000,2024-03-24T08:37:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Park,10310,1000 RICHMOND TERRACE,RICHMOND TERRACE,ELIZABETH EGBERT WAY,COTTAGE ROW,ELIZABETH EGBERT WAY,COTTAGE ROW,ADDRESS,STATEN ISLAND,RICHMOND TERRACE,,Closed,,NYC Parks performed the work necessary to correct the condition.,2024-03-24T08:37:13.000,01 STATEN ISLAND,5000760200,STATEN ISLAND,955180.0,174312.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.64507510215812,-74.10475328316262,,,,,Point,"[-74.10475328316262, 40.64507510215812]",
row-w69a-nhcy_ihpm,51034796,2021-06-28T15:39:41.000,2023-10-13T11:47:37.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11218,140 EAST    2 STREET,EAST    2 STREET,GREENWOOD AVENUE,FT HAMILTON PARKWAY,GREENWOOD AVENUE,FT HAMILTON PARKWAY,ADDRESS,BROOKLYN,EAST    2 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-10-13T11:47:46.000,07 BROOKLYN,3052800047,BROOKLYN,989980.0,175575.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64858761949813,-73.97935095373073,,,,,Point,"[-73.97935095373073, 40.64858761949813]",
row-ns72~r7nx.mse7,54424261,2022-05-18T02:55:40.000,2022-05-24T03:20:07.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-24T03:20:07.000,Unspecified BROOKLYN,,BROOKLYN,994576.0,170656.0,MOBILE,Unspecified,BROOKLYN,,,,Q,,,Mezzanine,40.635081855059155,-73.96279600291257,,,,,Point,"[-73.96279600291257, 40.635081855059155]",
row-xkcc.xmug~dexm,54424262,2022-05-17T23:33:09.000,2022-05-24T10:39:56.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-24T10:39:56.000,Unspecified BRONX,,BRONX,1010566.0,259483.0,MOBILE,Unspecified,BRONX,,,,1,,,Mezzanine,40.878855912342615,-73.90483728467031,,,,,Point,"[-73.90483728467031, 40.878855912342615]",
row-xn5m~8gf4_7rrs,54424263,2022-05-27T07:50:19.000,2022-05-29T09:16:42.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2022-05-29T09:16:42.000,Unspecified MANHATTAN,,MANHATTAN,1000894.0,245549.0,MOBILE,Unspecified,MANHATTAN,,,,1,1 Uptown & The Bronx,,Platform,40.84063481991164,-73.9398473153047,,,,,Point,"[-73.9398473153047, 40.84063481991164]",
